"Dataset_ID"	"Original.chronology_Compared"	"Original.chronology_VS._Newly.chronology"	"Reason"	"LegacyAge 1.0_Source"
41333	"AGE CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
41335	"age cal BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include more datings from publication better"	"AWI"
41337	"age cal BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
41339	"age cal BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
41345	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
41351	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
41366	"Two: CAL BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages from publication"	"AWI"
41380	"Two: CAL BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
41382	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41384	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include more datings at high depth from publication"	"AWI"
41389	"Hofstetter et al. (2006)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include more datings from publication better"	"AWI"
41397	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top and basal ages better"	"AWI"
41399	"Two: CAL BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
41401	"Hofstetter et al. (2006)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better and include more datings from publication"	"AWI"
41411	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's better as calibrated with Marine20"	"AWI"
41417	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up all datings better according to reference"	"AWI"
41419	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
41421	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
41426	"Thole et al. (2016)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
41435	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
41446	"Cal BP age"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Cal BP age' include more d18O datings from correlated ice core, all 14C datings only at low depth"	"Neotoma_Cal BP age"
41448	"Rey et al. (2013)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation"	"AWI"
41453	"Two: CAL BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age and catch up the last dating better"	"AWI"
41456	"Two: CAL BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include more datings at core top and bottom from publication"	"AWI"
41460	"Tinner et al. (1998)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41467	"Two: Calibrated IntCal13 and Tinner et al. (1999) Calibrated"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's better as using Bacon"	"AWI"
41469	"Rey et al. (2017)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
41476	"cal yr BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age better"	"AWI"
41479	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up one more dating at low depth"	"AWI"
41485	"EPD 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at high depth better"	"AWI"
41489	"Berthel et al. (2012)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation"	"AWI"
41491	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s include the core basal age from publication"	"AWI"
41497	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the dating at ~100 cm better, publication unavailable"	"AWI"
41499	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
41502	"EPD 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41506	"Prebble et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
41514	"Prebble et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up datings at 100-125 cm better"	"AWI"
41521	"Prebble et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priorityas using Bacon"	"AWI"
41525	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
41527	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
41532	"Prebble et al. 2019"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up all datings at high depth better"	"AWI"
41537	"Kirby et al., 2013"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include more datings at ~1750 cm better"	"AWI"
41543	"Tinner et al. (2009)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up datings at 600-800 cm better"	"AWI"
41562	"CAL, THL, USE BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Our bacon model is not suitable for modelling other dating methods well"	"Neotoma_CAL, THL, USE BP"
41580	"Anderson et al. 2018"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41582	"APD 2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better"	"AWI"
41587	"Noti et al. (2009)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up all datings better"	"AWI"
41589	"Cal. yr BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up datings at high depth better"	"AWI"
41602	"Colombaroli et al. (2007)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings"	"AWI"
41604	"Cal. yr BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up all datings better"	"AWI"
41606	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41612	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41614	"Jiménez-Moreno et al. 2019"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings at high depth better"	"AWI"
41619	"APD 2"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last dating better"	"AWI"
41627	"APD 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last three datings better and include the core basal age from publication"	"AWI"
41629	"APD 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age from publication better"	"AWI"
41631	"Vescovi et al. (2010)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up more datings better"	"AWI"
41634	"Vescovi et al. (2010)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
41646	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation"	"AWI"
41653	"Two: CAL BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
41657	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating better"	"AWI"
41669	"CAL BP 2"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the last second dating better"	"AWI"
41746	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s include the core top age from publication better"	"AWI"
41750	"Calo et al. (2013)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up the first dating better"	"AWI"
41753	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication better"	"AWI"
41755	"Two: CAL BP and Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core top age better"	"AWI"
41756	"CAL BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority as using Bacon"	"AWI"
41758	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s better as calibrated with Marine 20, also include the core top age from publication"	"AWI"
41760	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation"	"AWI"
41762	"Neotoma 1"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up all datings better, publication unavailable"	"AWI"
41764	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI’s catch up the last two datings better"	"AWI"
41766	NA	"No original (calibrated) chronology"	"No original (calibrated) chronology"	"AWI"
41770	"cal. BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's catch up datings at high depth better"	"AWI"
41842	"Cal. BP"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include the core basal age from publication better"	"AWI"
41864	"Neotoma 1"	"Original chronology is within the 95% confidence intervals of the LegacyAge 1.0 "	"Both ok and AWI's priority"	"AWI"
41909	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's seems more reliable at ~1000 cm, no further dating information from publication"	"AWI"
41911	"Giesecke et al. 2014 (MADCAP)"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"AWI's include one more dating from publication better"	"AWI"
41926	"CAL BP"	"Original chronology is partially or completely outside the 95% confidence intervals of the LegacyAge 1.0 "	"Neotoma's only linear interpolation, publication unavailable"	"AWI"
