TaxonName,Harmonisation
"Unknown (monolete, 25 µm)",Delete
"Unknown (monolete, 35 µm)",Delete
"Unknown (monolete, 45 µm)",Delete
"Unknown (monolete, 55 µm)",Delete
"Unknown (monolete, clavate)",Delete
"Unknown (monolete, echinate)",Delete
"Unknown (monolete, foveolate)",Delete
"Unknown (monolete, non-psilate)",Delete
"Unknown (monolete, ornamented)",Delete
"Unknown (monolete, perforate)",Delete
"Unknown (monolete, perine)",Delete
"Unknown (monolete, psilate)",Delete
"Unknown (monolete, psilate, <50 µm)",Delete
"Unknown (monolete, psilate, >50 µm)",Delete
"Unknown (monolete, psilate, 25-35 µm)",Delete
"Unknown (monolete, psilate, small)",Delete
"Unknown (monolete, psilate, type 1)",Delete
"Unknown (monolete, psilate, type 2)",Delete
"Unknown (monolete, reticulate)",Delete
"Unknown (monolete, scabrate)",Delete
"Unknown (monolete, scabrate/reticulate)",Delete
"Unknown (monolete, sculptured)",Delete
"Unknown (monolete, smooth)",Delete
"Unknown (monolete, spinose)",Delete
"Unknown (monolete, type 1)",Delete
"Unknown (monolete, type A)",Delete
"Unknown (monolete, type B)",Delete
"Unknown (monolete, verrucate)",Delete
"Unknown (monolete, verrucate, <50 µm)",Delete
"Unknown (monolete, verrucate, >50 µm)",Delete
"Unknown (monolete, verrucate, 35 µm)",Delete
"Unknown (monoporate, 14 µm)",Delete
"Unknown (monoporate, large pore, psilate, thick wall, 21 µm)",Delete
"Unknown (monosulcate, scabrate)",Delete
Unknown (non-pollen),Delete
Unknown (Paleozoic),Delete
Unknown (papillate),Delete
Unknown (periporate),Delete
"Unknown (periporate, large pores, very fine reticulate, 15 µm)",Delete
"Unknown (perprolate, scabrate)",Delete
Unknown (polyad),Delete
"Unknown (porate, ornamented)",Delete
Unknown (pre-Quaternary),Delete
Unknown (pre-Quaternary)|pollen/spore|NISP,Delete
Unknown (pre-Quaternary)|pollen|NISP,Delete
Unknown (pre-Quaternary)|spore|NISP,Delete
Unknown (pre-Quaternary/early Quaternary),Delete
Unknown (reticulate),Delete
Unknown (round pores),Delete
Unknown (round),Delete
Unknown (small),Delete
Unknown (spinose),Delete
"Unknown (spinose, round)",Delete
Unknown (striate),Delete
Unknown (subspinose),Delete
"Unknown (TEP-2, Rodríguez-Zorro)",Delete
Unknown (Tertiary),Delete
Unknown (Tertiary)|anachronic|pollen/spore|NISP,Delete
Unknown (Tertiary)|anachronic|spore|NISP,Delete
Unknown (tetrad),Delete
"Unknown (tetrad, psilate, small, circular, fine)",Delete
"Unknown (tetrad, triporate)",Delete
"Unknown (thick wall, 15 µm)",Delete
Unknown (tricolporate),Delete
"Unknown (tricolporate, scabrate, small)",Delete
Unknown (trilete 6),Delete
Unknown (trilete),Delete
Unknown (trilete) undiff.,Delete
Unknown (trilete)|NA|spore|NISP,Delete
Unknown (trilete)|reworked|spore|NISP,Delete
"Unknown (trilete, 25 µm)",Delete
"Unknown (trilete, 35 µm)",Delete
"Unknown (trilete, 55 µm)",Delete
"Unknown (trilete, clavate)",Delete
"Unknown (trilete, concave)",Delete
"Unknown (trilete, Cretaceous)",Delete
"Unknown (trilete, echinate)",Delete
"Unknown (trilete, foveolate)",Delete
"Unknown (trilete, gemmate)",Delete
"Unknown (trilete, granulate)",Delete
"Unknown (trilete, non-psilate)",Delete
"Unknown (trilete, ornamented)",Delete
"Unknown (trilete, perine)",Delete
"Unknown (trilete, psilate)",Delete
"Unknown (trilete, psilate, perforate)",Delete
"Unknown (trilete, psilate, spherical)",Delete
"Unknown (trilete, reticulate)",Delete
"Unknown (trilete, reticulate, 25 µm)",Delete
"Unknown (trilete, roughly verrucate)",Delete
"Unknown (trilete, scabrate)",Delete
"Unknown (trilete, sculptured)",Delete
"Unknown (trilete, sculptured, round)",Delete
"Unknown (trilete, smoothly verrucate)",Delete
"Unknown (trilete, spinose)",Delete
"Unknown (trilete, striate)",Delete
"Unknown (trilete, triangular, psilate, 25-35 µm)",Delete
"Unknown (trilete, verrucate)",Delete
"Unknown (trilete, verrucate, small)",Delete
Unknown (triporate),Delete
Unknown (triporate) undiff.,Delete
"Unknown (triporate, scabrate)",Delete
"Unknown (triporate, scabrate, >30 µm)",Delete
"Unknown (triporate, very fine reticulate, thick wall, 18 µm)",Delete
"Unknown (type 01, González-Carranza)",Delete
"Unknown (type 02, González-Carranza)",Delete
"Unknown (type 03, González-Carranza)",Delete
"Unknown (type 04, González-Carranza)",Delete
Unknown (type 1),Delete
"Unknown (type 1, trilete, psilate)",Delete
"Unknown (type 1, trilete, verrucate)",Delete
Unknown (type 10),Delete
Unknown (type 103),Delete
Unknown (type 104),Delete
Unknown (type 107),Delete
Unknown (type 11),Delete
Unknown (type 110),Delete
Unknown (type 115),Delete
Unknown (type 118),Delete
Unknown (type 119),Delete
"Unknown (type 119, HdV)",Delete
Unknown (type 12),Delete
Unknown (type 126),Delete
Unknown (type 127),Delete
"Unknown (type 128, HdV)",Delete
Unknown (type 13),Delete
Unknown (type 130),Delete
Unknown (type 133),Delete
Unknown (type 139),Delete
Unknown (type 14),Delete
Unknown (type 143),Delete
Unknown (type 145),Delete
Unknown (type 148),Delete
"Unknown (type 148, HdV)",Delete
Unknown (type 149),Delete
Unknown (type 15),Delete
"Unknown (type 150, HdV)",Delete
Unknown (type 151),Delete
Unknown (type 153),Delete
Unknown (type 156),Delete
Unknown (type 16),Delete
"Unknown (type 160, HdV)",Delete
"Unknown (type 166B, HdV)",Delete
Unknown (type 17),Delete
Unknown (type 173),Delete
Unknown (type 18),Delete
"Unknown (type 181, HdV)",Delete
"Unknown (type 182, HdV)",Delete
"Unknown (type 183, HdV)",Delete
"Unknown (type 184, HdV)",Delete
Unknown (type 19),Delete
Unknown (type 2),Delete
"Unknown (type 2, algal)",Delete
"Unknown (type 2, trilete)",Delete
"Unknown (type 2, trilete, psilate)",Delete
Unknown (type 20),Delete
Unknown (type 207),Delete
Unknown (type 21),Delete
"Unknown (type 21, Helmens & Kuhry 1986)",Delete
Unknown (type 22),Delete
"Unknown (type 222, HdV)",Delete
"Unknown (type 224, HdV)",Delete
Unknown (type 23),Delete
"Unknown (type 233, HdV)",Delete
Unknown (type 24),Delete
Unknown (type 249),Delete
Unknown (type 25),Delete
Unknown (type 26),Delete
Unknown (type 263),Delete
Unknown (type 28),Delete
Unknown (type 29),Delete
Unknown (type 3),Delete
"Unknown (type 3, echinate)",Delete
"Unknown (type 3, trilete)",Delete
Unknown (type 30),Delete
"Unknown (type 307B, HdV)",Delete
Unknown (type 31),Delete
Unknown (type 32),Delete
Unknown (type 33),Delete
"Unknown (type 33, HdV)",Delete
"Unknown (type 333, HdV)",Delete
Unknown (type 34),Delete
Unknown (type 35),Delete
"Unknown (type 366, HdV)",Delete
Unknown (type 37),Delete
"Unknown (type 38, HdV)",Delete
Unknown (type 4),Delete
"Unknown (type 4, trilete)",Delete
Unknown (type 40),Delete
"Unknown (type 407, HdV)",Delete
Unknown (type 41),Delete
"Unknown (type 41, HdV)",Delete
"Unknown (type 419, Hooghiemstra 1984)",Delete
Unknown (type 42),Delete
"Unknown (type 425, HdV)",Delete
Unknown (type 43),Delete
Unknown (type 44),Delete
Unknown (type 45),Delete
Unknown (type 47),Delete
Unknown (type 48),Delete
Unknown (type 5),Delete
Unknown (type 5) undiff.,Delete
Unknown (type 50),Delete
Unknown (type 51),Delete
Unknown (type 527),Delete
Unknown (type 53),Delete
Unknown (type 54),Delete
Unknown (type 55),Delete
Unknown (type 55G),Delete
Unknown (type 564),Delete
"Unknown (type 570, HdV)",Delete
Unknown (type 58),Delete
"Unknown (type 58, 6-porate)",Delete
"Unknown (type 598, Kuhry 1984, Bryophyta?)",Delete
Unknown (type 6),Delete
"Unknown (type 6, trilete)",Delete
"Unknown (type 601, Kuhry 1984, Bryophyta?)",Delete
unknown (type 61),Delete
Unknown (type 62),Delete
Unknown (type 63),Delete
Unknown (type 64),Delete
Unknown (type 65),Delete
Unknown (type 67),Delete
Unknown (type 68),Delete
Unknown (type 69),Delete
"Unknown (type 69, HdV)",Delete
Unknown (type 7),Delete
"Unknown (type 7, trilete)",Delete
Unknown (type 70),Delete
"Unknown (type 708, HdV)",Delete
Unknown (type 71),Delete
"Unknown (type 716, HdV)",Delete
"Unknown (type 725, HdV)",Delete
"Unknown (type 728, HdV)",Delete
"Unknown (type 733, HdV)",Delete
"Unknown (type 74, HdV)",Delete
Unknown (type 8),Delete
"Unknown (type 8, trilete)",Delete
"Unknown (type 819, HdV)",Delete
"Unknown (type 86, HdV)",Delete
Unknown (type 89),Delete
Unknown (type 9),Delete
"Unknown (type 91, HdV)",Delete
Unknown (type 92),Delete
Unknown (type 93),Delete
Unknown (type 94),Delete
Unknown (type 95),Delete
Unknown (type 96),Delete
Unknown (type A),Delete
"Unknown (type A5, Melief 1985)",Delete
"Unknown (type A6, Melief 1985)",Delete
Unknown (type B),Delete
"Unknown (type B207, Melief 1985)",Delete
"Unknown (type B4, Melief 1985)",Delete
"Unknown (type B77, Melief 1985)",Delete
"Unknown (type B8, Melief 1985)",Delete
Unknown (type C),Delete
Unknown (type D),Delete
Unknown (type E),Delete
Unknown (type F),Delete
Unknown (type G),Delete
Unknown (type H),Delete
Unknown (type I),Delete
Unknown (type II),Delete
Unknown (type III),Delete
Unknown (type J),Delete
"Unknown (type j, trilete)",Delete
Unknown (type K),Delete
Unknown (type L),Delete
Unknown (type M),Delete
Unknown (type N),Delete
Unknown (type O),Delete
"Unknown (type O, psilate, Melief 1985)",Delete
Unknown (type P),Delete
"Unknown (type P2, Melief 1985)",Delete
"Unknown (type P3, Melief 1985)",Delete
"Unknown (type P5, Melief 1985)",Delete
Unknown (type Q),Delete
Unknown (type R),Delete
Unknown (type S),Delete
Unknown (type TRSE),Delete
Unknown (type U2),Delete
Unknown (type U2a),Delete
Unknown (type XIX),Delete
Unknown (type XX),Delete
Unknown (type Z),Delete
Unknown (types 181-182),Delete
Unknown algae,Delete
Unknown animal,Delete
unknown Aqua,Delete
Unknown C,Delete
Unknown herbs,Delete
Unknown tree,Delete
Unknown undiff.,Delete
Unknown undiff.|pollen/spore|NISP,Delete
Unknown undiff.|spore|NISP,Delete
Unknown/Indeterminable,Delete
Unknown/Indeterminable undiff.,Delete
Unknown/Other,Delete
Unknown/Rare,Delete
Unknown|anachronic|pollen/spore|NISP,Delete
Unknown|anachronic|pollen/spore|NISP|anachronic|pollen/spore|NISP,Delete
Unknown|anachronic|spore|NISP,Delete
Unknown|fecal pellet|NISP,Delete
Unknown|NA|pollen/spore|NISP,Delete
Unknown|NA|pollen/spore|NISP|NA|pollen/spore|NISP,Delete
Unknown|NA|spore|NISP|NA|spore|NISP,Delete
Unknown|NA|stomate|NISP|NA|stomate|NISP,Delete
Unknown|palynomorph|NISP,Delete
Unknown|palynomorph|NISP|palynomorph|NISP,Delete
Unknown|pollen/spore|NISP,Delete
Unknown|pollen/spore|NISP|pollen/spore|NISP,Delete
Unknown|pollen|NISP,Delete
Unknown|pollen|NISP|pollen|NISP,Delete
Unknown|reworked|palynomorph|NISP,Delete
Unknown|reworked|pollen|NISP,Delete
Unknown|reworked|spore|NISP|reworked|spore|NISP,Delete
Unknown|sporangium|NISP,Delete
Unknown|spore|NISP,Delete
Unknown|spore|NISP|spore|NISP,Delete
Unknown|stomate|NISP,Delete
Unknown|zygospore|NISP,Delete
Unknown-pollen,Delete
Unknowns,Delete
Unkown,Delete
Unonopsis,Unonopsis
Uredinales,Delete
Urena,Malvaceae
Urera,Urera
Urera-type,Urera
Urginea ,Asparagaceae
Urgineeae,Asparagaceae
Urmenetea,Asteraceae
Urochloa,Poaceae
Urochloa arizonica,Poaceae
Urtic.-Morac.,Urticaceae
Urtica,Urticaceae
urtica,Urticaceae
Urtica atrovirens,Urticaceae
Urtica atrovirens-type,Urticaceae
Urtica cf. U. dioica,Urticaceae
Urtica cf. U. pilulifera,Urticaceae
Urtica dioica,Urticaceae
Urtica dioica group,Urticaceae
Urtica dioica-type,Urticaceae
Urtica dubia-type,Urticaceae
Urtica incisa,Urticaceae
Urtica membranacea,Urticaceae
Urtica membranacea-type,Urticaceae
Urtica pilulifera,Urticaceae
Urtica pilulifera type,Urticaceae
Urtica pilulifera-type,Urticaceae
Urtica undiff.,Urticaceae
Urtica urens,Urticaceae
Urtica/Parietaria,Urticaceae
Urticaceae,Urticaceae
Urticaceae (type 1),Urticaceae
Urticaceae (type 2),Urticaceae
Urticaceae undiff.,Urticaceae
Urticaceae/Moraceae,Urticaceae
Urticaceae/Moraceae (diporate),Urticaceae
Urticaceae/Moraceae (triporate),Urticaceae
Urticaceae/Moraceae undiff.,Urticaceae
Urticaceae/Moraceae-type,Urticaceae
Urticaceae-type,Urticaceae
Urticaceae-type undiff.,Urticaceae
Urticalean Rosids,Cannabaceae
"Urticalean Rosids (diporate, scabrate)",Cannabaceae
Urticalean Rosids (periporate),Cannabaceae
Urticalean Rosids (tetraporate),Cannabaceae
"Urticalean Rosids (triporate, scabrate)",Cannabaceae
Urticalean Rosids incertae sedis,Cannabaceae
Urticalean Rosids undiff.,Cannabaceae
Urticales,Urticales
"Urticales  (diporate, scabrate)",Urticales
Urticales  (periporate),Urticales
Urticales  (tetraporate),Urticales
"Urticales  (triporate, scabrate)",Urticales
Urticales undiff.,Urticales
Urtica-type,Urticaceae
Urtica-type undiff.,Urticaceae
Urvillea,Sapindaceae
Ustilea,Indeterminable
Ustulina,Delete
Ustulina deusta,Delete
"Ustulina deusta (type 44, HdV)",Delete
Uticaceae,Urticaceae
Utricularia,Delete
Utricularia aurea comp.,Delete
Utricularia dichotoma,Delete
Utricularia minor,Delete
Utricularia vulgaris,Delete
Utricularia-type,Delete
Utriculatia,Delete
Vaccaria,Caryophyllaceae
Vaccaria/Petrorhagia,Caryophyllaceae
Vacciniaceae,Ericales
Vaccinioideae,Ericales
Vaccinium,Ericales
Vaccinium angustifolium-type,Ericales
Vaccinium cf V. myrtilus,Ericales
Vaccinium cf V. uliginosum,Ericales
Vaccinium comp.,Ericales
Vaccinium group,Ericales
Vaccinium macrocarpon-type,Ericales
Vaccinium myrtillus,Ericales
Vaccinium myrtillus-type,Ericales
Vaccinium oxycoccos,Ericales
Vaccinium rapae,Ericales
Vaccinium sect. Cyanococcus,Ericales
Vaccinium sect. Macropelma,Ericales
Vaccinium sect. Myrtillus,Ericales
Vaccinium sect. Oxycoccus,Ericales
Vaccinium sect. Vaccinium,Ericales
Vaccinium sect. Vitis-idaea,Ericales
Vaccinium sp.,Ericales
Vaccinium subg. Oxycoccus,Ericales
Vaccinium type,Ericales
Vaccinium uliginosum,Ericales
Vaccinium uliginosum-type,Ericales
Vaccinium undiff.,Ericales
Vaccinium vitis-idaea,Ericales
Vaccinium-type,Ericales
Vahlia,Vahliaceae
Vahliaceae,Vahliaceae
Vahliales,Vahliales
Valeriana,Caprifoliaceae
"Valeriana (echinate, large)",Caprifoliaceae
Valeriana (microechinate),Caprifoliaceae
Valeriana (type 1),Caprifoliaceae
Valeriana (type 2),Caprifoliaceae
Valeriana (type 3),Caprifoliaceae
Valeriana capitata,Caprifoliaceae
Valeriana cf. V. dioica,Caprifoliaceae
Valeriana cf. V. excelsa subsp. sambucifolia,Caprifoliaceae
Valeriana cf. V. officinalis,Caprifoliaceae
Valeriana cf. V. officinalis subsp. sambucifolia,Caprifoliaceae
Valeriana cf. V. sambucifolia,Caprifoliaceae
Valeriana dioica,Caprifoliaceae
Valeriana dioica subsp. simplicifolia,Caprifoliaceae
Valeriana dioica-type,Caprifoliaceae
Valeriana edulis,Caprifoliaceae
Valeriana elongata,Caprifoliaceae
Valeriana exaltata,Caprifoliaceae
Valeriana exaltata-type,Caprifoliaceae
Valeriana excelsa,Caprifoliaceae
Valeriana excelsa subsp. sambucifolia,Caprifoliaceae
Valeriana excelsa subsp. sambucifolia-type,Caprifoliaceae
Valeriana montana-type,Caprifoliaceae
Valeriana officinalis,Caprifoliaceae
Valeriana officinalis subsp. officinalis,Caprifoliaceae
Valeriana officinalis subsp. officinalis-type,Caprifoliaceae
Valeriana officinalis subsp. sambucifolia,Caprifoliaceae
Valeriana officinalis-type,Caprifoliaceae
Valeriana sambucifolia,Caprifoliaceae
Valeriana sambucifolia-type,Caprifoliaceae
Valeriana saxatilis-type,Caprifoliaceae
Valeriana sitchensis,Caprifoliaceae
Valeriana stenophylla-type,Caprifoliaceae
Valeriana tripteris,Caprifoliaceae
Valeriana tripteris-type,Caprifoliaceae
Valeriana undiff.,Caprifoliaceae
Valeriana/Valerianella,Caprifoliaceae
Valerianac,Caprifoliaceae
Valerianaceae,Valerianaceae
Valerianaceae undiff.,Valerianaceae
Valeriana-type,Caprifoliaceae
Valerianella,Caprifoliaceae
Valerianella campestris,Caprifoliaceae
Valerianella dentata,Caprifoliaceae
Valerianella locusta,Caprifoliaceae
Valerianella locusta-type,Caprifoliaceae
Valerianella-type,Caprifoliaceae
Valerianoideae,Caprifoliaceae
Valerianoideae undiff.,Caprifoliaceae
Vallea,Vallea
Vallea-type,Vallea
Valsaria,Delete
Valsaria-type (type HdV-263),Delete
"Valsaria-type (type 263, HdV)",Delete
Vangueria,Vangueria
Vangueria acutiloba,Vangueria
Vangueria madagascariensis,Vangueria
Vangueria madagascariensis var. madagascariensis,Vangueria
Vangueria madagascariensis-type,Vangueria
Vangueria-type (V. acutiloba),Vangueria
Vangueria-type (V. madagascariensis var. madagascariensis),Vangueria
Vanguerieae,Rubiaceae
Vantanea,Humiriaceae
Vantanea (type 1),Humiriaceae
Varia,Delete
varia,Delete
Vatica,Dipterocarpaceae
Vauquelinia,Rosaceae
Vauquelinia californica,Rosaceae
Velloziaceae,Velloziaceae
Ventilago,Rhamnaceae
Vepris,Vepris
Vepris nobilis,Vepris
Vepris uguenensis,Vepris
Vepris-type,Vepris
Vepris-type (V. nobilis),Vepris
Veratrum,Melanthiaceae
Veratrum album,Melanthiaceae
Veratrum type,Melanthiaceae
Veratrum-type,Melanthiaceae
Verbascum,Scrophulariaceae
Verbascum pulverulentum-type,Scrophulariaceae
Verbascum-type,Scrophulariaceae
Verbena,Verbenaceae
Verbena officinalis,Verbenaceae
Verbena sp.,Verbenaceae
Verbenaceae,Verbenaceae
Verbenaceae (echinate),Verbenaceae
Verbenaceae undiff.,Verbenaceae
Verbena-type,Verbenaceae
Verbesina,Asteraceae
Verbesina sp.,Asteraceae
Verbesina sp.-type,Asteraceae
Verbesininae,Asteraceae
Vermes,Delete
Vernonia,Asteraceae
Vernonia arborea,Asteraceae
Vernonia arborea-type,Asteraceae
Vernonia perrottetii,Asteraceae
Vernonia perrottetii-type,Asteraceae
Vernonia-type,Asteraceae
Vernonieae,Asteraceae
Vernonieae undiff.,Asteraceae
Veronica,Plantaginaceae
Veronica,Plantaginaceae
Veronica anagallis-aquatica,Plantaginaceae
Veronica beccabunga,Delete
Veronica beccabunga-type,Delete
Veronica cf. V. chamaedrys,Plantaginaceae
Veronica cf. V. spicata,Plantaginaceae
Veronica chamaedrys,Plantaginaceae
Veronica officinalis,Plantaginaceae
Veronica spicata,Plantaginaceae
Veronica type,Plantaginaceae
Veronica/Reseda,Delete
Veronica-type,Plantaginaceae
Verrucosisporites sp.,Delete
Verrumonoporites verrucatus,Delete
Verrupollenites sp.,Delete
Verrutriletes aff. V. virueloides,Delete
Verrutriletes sp.,Delete
Viburnum,Viburnum
Viburnum (type 1),Viburnum
Viburnum acerifolium-type,Viburnum
Viburnum alnifolium,Viburnum
Viburnum burejaeticum,Viburnum
Viburnum cassinoides,Viburnum
Viburnum cassinoides-type,Viburnum
Viburnum cf,Viburnum
Viburnum cf. V. opulus,Viburnum
Viburnum edule,Viburnum
Viburnum klein,Viburnum
Viburnum klein/Phellodendron,Viburnum
Viburnum lantana,Viburnum
Viburnum lantana type,Viburnum
Viburnum lantana-type,Viburnum
Viburnum lentago,Viburnum
Viburnum lentago-type,Viburnum
Viburnum nudum,Viburnum
Viburnum nudum-type,Viburnum
Viburnum opulus,Viburnum
Viburnum opulus subsp. calvescens,Viburnum
Viburnum opulus/V. tinus,Viburnum
Viburnum opulus-type,Viburnum
Viburnum rafinesquianum-type,Viburnum
Viburnum sargentii,Viburnum
Viburnum tinus,Viburnum
Viburnum trilobum,Viburnum
Viburnum trilobum-type,Viburnum
Viburnum undiff.,Viburnum
Viburnum/Sambucus,Viburnum
Viburnum/Sambucus-type,Viburnum
Viburnum-type,Viburnum
Vicia,Fabaceae
Vicia cf. V. cracca,Fabaceae
Vicia cf. V. faba,Fabaceae
Vicia cf. V. hirsuta,Fabaceae
Vicia cf. V. sepium,Fabaceae
Vicia cracca,Fabaceae
Vicia cracca-type,Fabaceae
Vicia faba,Fabaceae
Vicia faba-type,Fabaceae
Vicia sylvatica,Fabaceae
Vicia sylvatica-type,Fabaceae
Vicia tetrasperma,Fabaceae
Vicia type,Fabaceae
Vicia/Lathyrus,Fabaceae
Vicia/Lathyrus-type,Fabaceae
Viciaceae,Fabaceae
Vicia-type,Fabaceae
Vicia-type sensu stricto,Fabaceae
Vigna,Fabaceae
Vigna luteola-type,Fabaceae
Vigna-type,Fabaceae
Vigna-type (V. luteola),Fabaceae
Viguiera,Asteraceae
Viguiera cf. V. parishii,Asteraceae
Viguiera deltoidea,Asteraceae
Viguiera sp.,Asteraceae
Viguiera sp.-type,Asteraceae
Viguiera stenoloba,Asteraceae
Villarsia,Delete
Vinceae,Apocynaceae
Vincetoxicum,Apocynaceae
Vincetoxicum hirundinaria,Apocynaceae
Viola,Violaceae
Viola arvensis,Violaceae
Viola arvensis-type,Violaceae
Viola biflora-type,Violaceae
Viola canina,Violaceae
Viola canina-type,Violaceae
Viola odorata-type,Violaceae
Viola palustris,Delete
Viola palustris-type,Delete
Viola riviniana,Violaceae
Viola riviniana/V. canina,Violaceae
Viola riviniana-type,Violaceae
Viola sp.,Violaceae
Viola tricolor,Violaceae
Viola tricolor-type,Violaceae
Violaceae,Violaceae
Violaceae cf. Leonia,Violaceae
Violaceae undiff.,Violaceae
Viola-type,Violaceae
Virectaria,Rubiaceae
Virola,Virola
Virola (type 1),Virola
Virola (type 2),Virola
Virola oleifera,Virola
Virola-type,Virola
Viscaceae sensu stricto,Viscaceae
Viscaceae sensu stricto undiff.,Viscaceae
Viscaceae sensu stricto/Loranthaceae,Viscaceae
Viscainoa,Zygophyllaceae
Viscainoa geniculata,Zygophyllaceae
Viscaria vulgaris-type,Caryophyllaceae
Viscum,Santalaceae
Viscum album,Santalaceae
Viscum album sensu lato,Santalaceae
Viscum album-type,Santalaceae
Viscum cf. V. album,Santalaceae
Vismia,Vismia
Vismia-type,Vismia
Vitaceae,Vitaceae
Vitaceae cf. Cissus,Vitaceae
Vitaceae undiff.,Vitaceae
Vitales,Vitales
Vitellaria,Vitellaria
Vitellaria paradoxa,Vitellaria
Vitellaria-type (V. paradoxa),Vitellaria
Vitex,Vitex
"Vitex (type 214, Julier & Gosling)",Vitex
"Vitex (type 98, Julier & Gosling)",Vitex
Vitex agnus-castus,Vitex
Vitex chinensis,Lamiaceae
Vitex doniana,Vitex
Vitex lucens,Vitex
Vitex-type,Vitex
Vitis,Vitaceae
Vitis cf. V. aestivalis,Vitaceae
Vitis riparia,Vitaceae
Vitis sp.,Vitaceae
Vitis sp. (seed 4.5-5.5 mm),Vitaceae
Vitis sp. (seed 6.1-6.5 mm),Vitaceae
Vitis sylvestris,Vitaceae
Vitis sylvestris/V. vinifera,Vitaceae
Vitis vinifera,Vitaceae
Vitis-type,Vitaceae
Vittaria,Delete
Vittariaceae,Delete
Viviania,Francoaceae
Vivianiaceae,Vivianiaceae
Viviania-type,Francoaceae
Vmbelliferae,Apiaceae
Vochysia,Vochysiaceae
Vochysiaceae,Vochysiaceae
Volvocales cysts,Delete
Vouacapoua,Vouacapoua
Vulpia,Poaceae
Vulpia octoflora,Poaceae
Vulpia octoflora var. hirtella,Poaceae
Vulpia sp.,Poaceae
Wahlenbergia,Campanulaceae
Wahlenbergia gracilis,Campanulaceae
Wahlenbergia gracilis complex,Campanulaceae
Wahlenbergia-type,Campanulaceae
Waldheimia,Delete
Waltheria,Malvaceae
Waltheria indica,Malvaceae
Waltheria-type,Malvaceae
